"transaction_id","customer_id","flight_destination","flight_date","n_guests","booking_date","total_spend","flight_type"
19218,9617,"Domestic",2022-11-12,2,2022-10-30,3706.18694081976,"One-way"
19219,9618,"Short Haul",2022-05-05,3,2022-03-13,34729.9379838215,"Round-Trip"
19220,9619,"Domestic",2022-11-29,2,2022-11-15,5243.16098486118,"One-way"
19221,9619,"Short Haul",2022-05-19,3,2022-03-17,37207.709075179,"Round-Trip"
19222,9619,"Short Haul",2022-11-13,2,2022-09-12,33228.9372763642,"Round-Trip"
19223,9619,"Short Haul",2022-04-21,4,2022-02-11,30846.7527493921,"One-way"
19224,9620,"Domestic",2022-05-16,2,2022-05-05,5038.00401951224,"One-way"
19225,9620,"Domestic",2022-11-15,2,2022-10-23,1585.53728700726,"Round-Trip"
19226,9620,"Domestic",2022-12-10,4,2022-11-27,7778.05144349842,"One-way"
19227,9621,"Domestic",2022-10-23,1,2022-10-03,3763.33492864825,"One-way"
19228,9622,"Domestic",2022-04-22,1,2022-04-05,1454.52506586678,"One-way"
19229,9623,"Domestic",2022-12-01,2,2022-11-15,1526.23342793131,"Round-Trip"
19230,9623,"Domestic",2022-11-08,1,2022-10-26,1359.62949665474,"Round-Trip"
19231,9623,"Short Haul",2022-11-21,3,2022-09-19,12177.5590688234,"One-way"
19232,9623,"Domestic",2022-05-23,4,2022-05-08,8364.69031644439,"Open Jaw"
19233,9624,"Domestic",2022-04-20,4,2022-03-29,4588.34715623132,"Open Jaw"
19234,9624,"Domestic",2022-05-10,2,2022-04-25,1000,"One-way"
19235,9625,"Short Haul",2022-05-29,4,2022-03-27,37503.5973352778,"Round-Trip"
19236,9625,"Domestic",2022-12-20,2,2022-12-06,3929.37406514665,"One-way"
19237,9625,"Domestic",2022-05-02,1,2022-04-09,2180.16743805419,"One-way"
19238,9625,"Long Haul",2022-11-20,3,2022-09-22,49738.6813027375,"Round-Trip"
19239,9626,"Long Haul",2022-12-01,1,2022-10-03,14771.4797848391,"One-way"
19240,9626,"Domestic",2022-04-28,4,2022-04-14,5806.29409753797,"One-way"
19241,9626,"Domestic",2022-09-25,1,2022-09-13,7709.47145665335,"Round-Trip"
19242,9627,"Domestic",2022-05-18,1,2022-05-04,1000,"One-way"
19243,9627,"Domestic",2022-11-27,3,2022-11-06,2641.1569531593,"One-way"
19244,9628,"Domestic",2022-12-16,2,2022-11-29,3476.24917613554,"Round-Trip"
19245,9628,"Long Haul",2022-05-22,4,2022-03-13,32072.5562938571,"One-way"
19246,9628,"Domestic",2022-11-28,2,2022-11-07,6795.75904058122,"Round-Trip"
19247,9629,"Short Haul",2022-04-13,3,2022-03-05,48710.598062276,"Open Jaw"
19248,9630,"Short Haul",2022-12-10,3,2022-10-28,24031.8786214736,"One-way"
19249,9630,"Domestic",2022-10-27,1,2022-10-07,1000,"Round-Trip"
19250,9631,"Long Haul",2022-05-27,1,2022-03-23,8727.70178462522,"One-way"
19251,9631,"Short Haul",2022-10-16,1,2022-08-26,14052.3995377876,"Round-Trip"
19252,9632,"Short Haul",2022-12-02,3,2022-10-01,20763.6388577498,"Round-Trip"
19253,9632,"Short Haul",2022-11-14,1,2022-09-24,8323.05239679028,"Round-Trip"
19254,9633,"Domestic",2022-12-19,1,2022-12-02,3809.74653880495,"Round-Trip"
19255,9633,"Domestic",2022-04-22,1,2022-04-07,1000,"One-way"
19256,9633,"Short Haul",2022-10-13,1,2022-08-15,6052.13762418938,"One-way"
19257,9634,"Domestic",2022-11-05,3,2022-10-25,5165.84919529006,"One-way"
19258,9634,"Domestic",2022-11-09,5,2022-10-24,13776.3226950805,"One-way"
19259,9635,"Domestic",2022-11-19,3,2022-10-29,17712.2068786708,"Round-Trip"
19260,9635,"Short Haul",2022-11-20,1,2022-09-08,1798.88061936724,"One-way"
19261,9635,"Domestic",2022-06-01,1,2022-05-18,2774.91325102617,"Open Jaw"
19262,9636,"Domestic",2022-11-29,1,2022-11-18,1798.60491998218,"One-way"
19263,9636,"Domestic",2022-11-09,1,2022-10-25,1000,"One-way"
19264,9637,"Domestic",2022-12-14,3,2022-11-29,12909.6367423378,"Round-Trip"
19265,9637,"Long Haul",2022-11-14,1,2022-08-29,9321.37612248932,"One-way"
19266,9638,"Short Haul",2022-12-23,2,2022-10-27,9977.1915453064,"One-way"
19267,9638,"Short Haul",2022-11-17,1,2022-09-14,8890.48560056571,"One-way"
19268,9639,"Domestic",2022-05-31,1,2022-05-17,1358.52879092115,"One-way"
19269,9639,"Short Haul",2022-11-28,1,2022-10-04,7489.09968114291,"One-way"
19270,9640,"Domestic",2022-05-19,2,2022-05-08,12798.4142608521,"Round-Trip"
19271,9641,"Domestic",2022-06-20,1,2022-06-07,4754.58330005963,"Open Jaw"
19272,9641,"Short Haul",2022-06-17,1,2022-04-21,13969.9843700047,"Round-Trip"
19273,9642,"Domestic",2022-11-07,6,2022-10-17,36157.9132009175,"Round-Trip"
19274,9642,"Long Haul",2022-11-30,1,2022-09-25,17841.7428892425,"Round-Trip"
19275,9642,"Long Haul",2022-05-19,3,2022-03-30,57658.6223985217,"Round-Trip"
19276,9643,"Domestic",2022-05-05,8,2022-04-20,29695.1465360935,"Round-Trip"
19277,9643,"Domestic",2022-05-10,2,2022-04-20,12012.3713460922,"Round-Trip"
19278,9643,"Domestic",2022-11-03,2,2022-10-22,10298.9197104585,"One-way"
19279,9644,"Domestic",2022-10-19,2,2022-09-29,1732.39325060263,"One-way"
19280,9645,"Domestic",2022-04-28,1,2022-04-17,3288.09806255241,"One-way"
19281,9646,"Long Haul",2022-10-21,4,2022-08-19,38024.9811382648,"One-way"
19282,9646,"Domestic",2022-11-10,2,2022-10-23,1283.90266964648,"One-way"
19283,9646,"Long Haul",2022-11-25,5,2022-10-03,50398.3642107616,"One-way"
19284,9647,"Short Haul",2022-11-26,1,2022-09-13,9944.4379887964,"Round-Trip"
19285,9647,"Domestic",2022-03-28,1,2022-03-11,3564.63349804379,"Open Jaw"
19286,9648,"Domestic",2022-11-22,4,2022-11-13,2645.74600291437,"One-way"
19287,9648,"Domestic",2022-04-28,4,2022-04-20,18280.6487276536,"Round-Trip"
19288,9648,"Domestic",2022-10-18,7,2022-09-26,12118.1157144827,"One-way"
19289,9649,"Long Haul",2022-11-28,2,2022-10-01,26882.0652240708,"One-way"
19290,9650,"Domestic",2022-05-03,1,2022-04-11,7112.78708598345,"Open Jaw"
19291,9651,"Domestic",2022-05-13,1,2022-04-29,1000,"One-way"
19292,9651,"Domestic",2022-04-30,2,2022-04-18,5224.62212801626,"One-way"
19293,9651,"Long Haul",2022-04-08,1,2022-02-05,9589.64023900883,"One-way"
19294,9652,"Domestic",2022-12-01,6,2022-11-10,9118.70680980083,"One-way"
19295,9652,"Domestic",2022-05-01,3,2022-04-12,2841.13807578994,"One-way"
19296,9653,"Short Haul",2022-11-17,6,2022-09-17,23808.3685599405,"One-way"
19297,9653,"Short Haul",2022-11-22,4,2022-09-14,33866.2849656857,"Round-Trip"
19298,9654,"Domestic",2022-12-14,1,2022-11-26,1000,"Round-Trip"
19299,9654,"Domestic",2022-11-19,2,2022-10-28,1000,"Round-Trip"
19300,9654,"Domestic",2022-05-13,1,2022-04-20,1353.56796378363,"One-way"
19301,9655,"Domestic",2022-11-18,1,2022-11-01,1969.72877024353,"One-way"
19302,9656,"Domestic",2022-12-29,3,2022-12-13,4528.41313646599,"Round-Trip"
19303,9656,"Domestic",2022-10-21,3,2022-10-01,8621.83636033636,"One-way"
19304,9657,"Domestic",2022-10-18,2,2022-10-04,5939.92349207363,"One-way"
19305,9658,"Domestic",2022-05-21,1,2022-05-09,1928.27970472781,"One-way"
19306,9658,"Domestic",2022-11-18,1,2022-11-07,2433.08486927995,"One-way"
19307,9659,"Short Haul",2022-11-21,2,2022-09-30,9329.18891610032,"One-way"
19308,9659,"Domestic",2022-11-10,1,2022-10-24,2871.10483655783,"One-way"
19309,9659,"Domestic",2022-12-07,2,2022-11-18,3680.81318212387,"One-way"
19310,9660,"Short Haul",2022-11-26,4,2022-10-02,50591.4734275807,"Round-Trip"
19311,9660,"Domestic",2022-11-30,4,2022-11-17,20497.8261226267,"Open Jaw"
19312,9660,"Domestic",2022-12-05,3,2022-11-18,12427.6350119755,"One-way"
19313,9661,"Domestic",2022-06-14,3,2022-06-02,4719.60854152372,"One-way"
19314,9661,"Domestic",2022-05-21,1,2022-05-08,3707.52430978714,"Round-Trip"
19315,9662,"Short Haul",2022-04-25,3,2022-03-05,22506.5534784675,"One-way"
19316,9663,"Short Haul",2022-09-20,2,2022-07-30,23373.7555724755,"Round-Trip"
19317,9664,"Domestic",2022-05-15,1,2022-05-07,3348.9859004099,"One-way"
19318,9664,"Domestic",2022-05-08,1,2022-04-26,1322.03306516958,"One-way"
19319,9665,"Short Haul",2022-06-01,1,2022-04-17,4666.02893937482,"One-way"
19320,9665,"Domestic",2022-12-08,1,2022-11-19,4529.46284344837,"Round-Trip"
19321,9666,"Long Haul",2022-11-27,1,2022-10-14,18712.1207729865,"Round-Trip"
19322,9667,"Short Haul",2022-05-29,4,2022-03-28,30741.9193956779,"One-way"
19323,9667,"Domestic",2022-05-03,1,2022-04-18,1306.20206602328,"Round-Trip"
19324,9667,"Short Haul",2022-05-31,2,2022-04-08,14311.2459187588,"Round-Trip"
19325,9668,"Domestic",2022-06-06,6,2022-05-25,3550.56570850441,"One-way"
19326,9668,"Domestic",2022-11-30,3,2022-11-17,15751.642539622,"Round-Trip"
19327,9668,"Short Haul",2022-05-26,2,2022-04-14,17263.5284668098,"One-way"
19328,9669,"Domestic",2022-05-07,1,2022-04-20,2433.87135560926,"One-way"
19329,9669,"Short Haul",2022-11-08,2,2022-09-03,11102.1697144428,"One-way"
19330,9669,"Long Haul",2022-10-19,3,2022-08-10,51911.6002299659,"Round-Trip"
19331,9670,"Domestic",2022-11-24,3,2022-10-31,5876.23238659833,"Round-Trip"
19332,9670,"Short Haul",2022-05-30,1,2022-03-31,5678.04363151942,"One-way"
19333,9671,"Short Haul",2022-10-30,5,2022-08-29,19069.7396168784,"One-way"
19334,9672,"Short Haul",2022-11-02,1,2022-09-06,9730.92898639956,"Round-Trip"
19335,9672,"Domestic",2022-11-13,1,2022-10-31,2269.51534538059,"One-way"
19336,9673,"Long Haul",2022-04-29,1,2022-03-08,15035.0770607998,"Round-Trip"
19337,9674,"Short Haul",2022-10-13,3,2022-08-30,16134.3968987958,"One-way"
19338,9674,"Long Haul",2022-10-17,2,2022-08-21,30965.9866498104,"One-way"
19339,9675,"Long Haul",2022-12-22,1,2022-10-19,9041.97683146558,"One-way"
19340,9676,"Long Haul",2022-11-12,1,2022-09-13,18133.8469613861,"Round-Trip"
19341,9676,"Short Haul",2022-05-31,1,2022-04-02,8088.89463758941,"One-way"
19342,9677,"Domestic",2022-12-28,1,2022-12-20,1325.94863513327,"One-way"
19343,9677,"Short Haul",2022-04-05,1,2022-01-31,4540.4105742462,"One-way"
19344,9677,"Long Haul",2022-10-03,1,2022-07-25,19556.6900810937,"Round-Trip"
19345,9678,"Domestic",2022-11-11,1,2022-11-03,1424.05726998048,"One-way"
19346,9678,"Short Haul",2022-11-15,3,2022-10-01,21579.6342792282,"Round-Trip"
19347,9679,"Domestic",2022-10-20,2,2022-10-04,1912.07514164577,"One-way"
19348,9680,"Domestic",2022-11-04,1,2022-10-18,1610.48322039298,"One-way"
19349,9680,"Domestic",2022-05-02,3,2022-04-17,6173.36646655815,"One-way"
19350,9680,"Short Haul",2022-05-13,2,2022-03-15,11287.6944414054,"One-way"
19351,9681,"Short Haul",2022-11-17,2,2022-10-02,8893.01093907327,"One-way"
19352,9681,"Short Haul",2022-11-15,2,2022-09-12,15143.8010514931,"One-way"
19353,9682,"Short Haul",2022-11-01,1,2022-09-02,7116.77138989812,"One-way"
19354,9682,"Short Haul",2022-04-23,1,2022-03-07,7407.9176353342,"One-way"
19355,9682,"Short Haul",2022-05-20,1,2022-03-06,10546.8613039512,"Round-Trip"
19356,9683,"Long Haul",2022-10-24,1,2022-09-05,9988.79691305481,"One-way"
19357,9683,"Short Haul",2022-12-02,3,2022-10-06,54681.6481846378,"Round-Trip"
19358,9683,"Domestic",2022-05-16,1,2022-05-01,3638.94904566436,"Round-Trip"
19359,9684,"Short Haul",2022-10-22,1,2022-08-26,8694.69703811855,"Round-Trip"
19360,9684,"Short Haul",2022-12-02,1,2022-10-03,8666.54944879498,"Round-Trip"
19361,9685,"Domestic",2022-12-04,5,2022-11-24,18411.4413167391,"Round-Trip"
19362,9686,"Short Haul",2022-05-14,1,2022-03-02,10886.8756202914,"Round-Trip"
19363,9687,"Domestic",2022-11-12,3,2022-10-30,1871.97359410926,"Round-Trip"
19364,9688,"Domestic",2022-11-05,1,2022-10-23,5531.55188631792,"Round-Trip"
19365,9689,"Short Haul",2022-06-12,2,2022-04-05,24565.659936587,"Round-Trip"
19366,9690,"Domestic",2022-11-16,1,2022-10-30,2050.58816157963,"One-way"
19367,9690,"Domestic",2022-10-26,1,2022-10-14,2904.61431519581,"Round-Trip"
19368,9691,"Domestic",2022-11-13,1,2022-10-31,3120.7013833699,"One-way"
19369,9691,"Short Haul",2022-05-12,2,2022-03-24,7170.75405734531,"One-way"
19370,9691,"Domestic",2022-12-19,5,2022-11-29,2874.32116872917,"One-way"
19371,9692,"Domestic",2022-05-07,1,2022-04-26,1773.19592850033,"One-way"
19372,9693,"Domestic",2022-11-14,3,2022-10-30,5434.23469608111,"One-way"
19373,9694,"Domestic",2022-05-03,1,2022-04-10,1088.87642191767,"One-way"
19374,9695,"Short Haul",2022-05-02,1,2022-02-21,7336.97386458781,"Open Jaw"
19375,9695,"Long Haul",2022-01-09,3,2021-11-11,31586.0520201431,"One-way"
19376,9695,"Domestic",2022-11-07,1,2022-10-25,2080.35698096367,"One-way"
19377,9696,"Domestic",2022-06-19,1,2022-06-09,1000,"Round-Trip"
19378,9696,"Short Haul",2022-11-16,1,2022-09-19,12610.8006722789,"Round-Trip"
19379,9696,"Domestic",2022-11-10,1,2022-10-27,3486.04776066054,"Round-Trip"
19380,9697,"Domestic",2022-10-26,1,2022-10-11,1154.97303913119,"One-way"
19381,9697,"Domestic",2022-10-22,1,2022-10-09,1675.3187477346,"One-way"
19382,9697,"Domestic",2022-06-18,3,2022-05-29,10985.2143526943,"One-way"
19383,9697,"Long Haul",2022-05-21,5,2022-03-30,72610.6537525252,"One-way"
19384,9697,"Domestic",2022-10-22,1,2022-10-10,3674.89963365897,"Round-Trip"
19385,9697,"Long Haul",2022-04-17,1,2022-02-23,18809.058191664,"One-way"
19386,9698,"Domestic",2022-11-17,1,2022-11-01,2581.15937461531,"Round-Trip"
19387,9698,"Domestic",2022-10-31,1,2022-10-20,1090.4812198005,"One-way"
19388,9698,"Domestic",2022-11-21,1,2022-11-03,1239.33328433494,"Open Jaw"
19389,9699,"Domestic",2022-05-25,3,2022-05-08,6847.78476276485,"One-way"
19390,9699,"Short Haul",2022-05-05,4,2022-03-01,89871.820811275,"Round-Trip"
19391,9700,"Long Haul",2022-10-31,1,2022-09-15,11811.8650742313,"One-way"
19392,9700,"Short Haul",2022-12-19,1,2022-10-09,9745.55477325454,"Round-Trip"
19393,9700,"Long Haul",2022-06-30,1,2022-04-20,16297.2670597803,"Round-Trip"
19394,9700,"Domestic",2022-05-06,1,2022-04-23,1164.24938880114,"One-way"
19395,9701,"Short Haul",2022-10-26,2,2022-09-01,13660.0665496458,"One-way"
19396,9701,"Domestic",2022-11-28,1,2022-11-19,2714.2494431562,"One-way"
19397,9702,"Domestic",2022-05-10,5,2022-04-27,12555.8747017925,"One-way"
19398,9702,"Domestic",2022-11-24,2,2022-11-11,6071.69890950644,"One-way"
19399,9703,"Long Haul",2022-10-20,1,2022-09-01,26570.0744185371,"Round-Trip"
19400,9704,"Short Haul",2022-04-17,1,2022-02-22,6693.85226332238,"One-way"
19401,9704,"Domestic",2022-06-05,3,2022-05-20,4935.4071589603,"Round-Trip"
19402,9704,"Domestic",2022-10-12,1,2022-09-26,2829.08926203182,"One-way"
19403,9705,"Long Haul",2022-11-03,3,2022-09-04,17694.1910283974,"One-way"
19404,9705,"Short Haul",2022-05-22,1,2022-03-25,6906.26486203066,"One-way"
19405,9705,"Long Haul",2022-11-25,1,2022-09-05,4769.88826012251,"One-way"
19406,9706,"Short Haul",2022-10-15,1,2022-08-20,15306.9028892216,"Round-Trip"
19407,9706,"Domestic",2022-11-10,3,2022-10-25,3547.31779520654,"One-way"
19408,9707,"Domestic",2022-06-09,1,2022-05-27,1000,"One-way"
19409,9707,"Short Haul",2022-04-18,4,2022-02-12,33778.9929989328,"Open Jaw"
19410,9708,"Domestic",2022-11-08,1,2022-10-23,1000,"Round-Trip"
19411,9709,"Domestic",2022-04-25,1,2022-04-09,2029.13687870248,"One-way"
19412,9709,"Domestic",2022-11-25,1,2022-11-04,1000,"One-way"
19413,9710,"Long Haul",2022-12-05,5,2022-10-26,41167.2880235756,"One-way"
19414,9710,"Long Haul",2022-12-06,1,2022-10-03,11336.6243937952,"One-way"
19415,9710,"Domestic",2022-05-27,2,2022-05-15,10656.9584100226,"Round-Trip"
19416,9711,"Domestic",2022-10-31,1,2022-10-12,3681.97919893032,"One-way"
19417,9712,"Domestic",2022-04-25,4,2022-04-09,5540.06939032479,"Round-Trip"
19418,9712,"Domestic",2022-05-21,5,2022-05-16,5795.47319340439,"One-way"
19419,9712,"Domestic",2022-12-01,5,2022-11-17,8083.56294841434,"Round-Trip"
19420,9712,"Short Haul",2022-12-21,1,2022-10-15,6687.54639492605,"One-way"
19421,9713,"Short Haul",2022-05-31,1,2022-04-04,9319.96714294748,"Round-Trip"
19422,9713,"Long Haul",2022-11-07,1,2022-09-15,7866.89750108007,"One-way"
19423,9713,"Domestic",2022-06-30,6,2022-06-14,35390.1649808723,"Round-Trip"
19424,9714,"Domestic",2022-11-30,2,2022-11-13,6443.17315939392,"Round-Trip"
19425,9714,"Domestic",2022-10-26,1,2022-10-15,2337.08324287965,"One-way"
19426,9714,"Domestic",2022-01-14,3,2022-01-01,8687.75032621876,"Round-Trip"
19427,9715,"Short Haul",2022-11-30,2,2022-09-27,23577.9833639833,"Round-Trip"
19428,9715,"Short Haul",2022-05-24,2,2022-03-17,31271.9851813641,"Round-Trip"
19429,9716,"Short Haul",2022-10-25,1,2022-08-29,4901.45174816045,"One-way"
19430,9717,"Domestic",2022-05-15,3,2022-04-29,5222.18099853092,"Round-Trip"
19431,9717,"Domestic",2022-05-26,2,2022-05-09,3969.82065712406,"Round-Trip"
19432,9717,"Domestic",2022-04-15,2,2022-03-31,8437.61805174708,"Round-Trip"
19433,9718,"Domestic",2022-11-26,1,2022-11-10,3331.41434898658,"Round-Trip"
19434,9719,"Domestic",2022-12-15,1,2022-11-25,1825.82802679934,"Round-Trip"
19435,9720,"Long Haul",2022-10-17,6,2022-08-07,81763.8580437371,"One-way"
19436,9720,"Short Haul",2022-10-27,2,2022-09-06,9241.19509067661,"One-way"
19437,9721,"Domestic",2022-05-18,1,2022-04-25,1651.36543361373,"One-way"
19438,9721,"Short Haul",2022-12-23,1,2022-10-30,3942.36929671034,"One-way"
19439,9721,"Long Haul",2022-11-06,1,2022-09-02,8152.22939251915,"One-way"
19440,9722,"Domestic",2022-11-05,1,2022-10-15,3333.71891176618,"One-way"
19441,9722,"Domestic",2022-11-26,5,2022-11-17,14630.2792247531,"One-way"
19442,9723,"Domestic",2022-10-23,1,2022-10-09,1206.59592838204,"Round-Trip"
19443,9724,"Domestic",2022-06-04,5,2022-05-16,3954.28514847867,"Round-Trip"
19444,9725,"Domestic",2022-10-17,2,2022-09-28,1000,"One-way"
19445,9726,"Short Haul",2022-12-07,5,2022-10-15,26140.029306428,"One-way"
19446,9727,"Short Haul",2022-04-29,3,2022-03-09,11944.7186361898,"One-way"
19447,9728,"Long Haul",2022-11-23,4,2022-09-19,57965.5920599521,"Round-Trip"
19448,9728,"Long Haul",2022-05-03,2,2022-02-24,35662.7074431318,"Round-Trip"
19449,9729,"Long Haul",2022-11-07,3,2022-09-03,48473.4445322491,"Round-Trip"
19450,9729,"Domestic",2022-05-30,3,2022-05-15,1103.10728609352,"One-way"
19451,9730,"Domestic",2022-10-12,3,2022-10-05,15108.6637512476,"Round-Trip"
19452,9730,"Long Haul",2022-10-21,1,2022-08-23,8845.43385086939,"One-way"
19453,9731,"Long Haul",2022-12-22,1,2022-10-18,7440.80548568529,"One-way"
19454,9732,"Short Haul",2022-06-04,1,2022-04-06,14496.3894388703,"Round-Trip"
19455,9733,"Domestic",2022-11-05,4,2022-10-14,11231.206841778,"Round-Trip"
19456,9734,"Short Haul",2022-11-13,3,2022-09-13,9660.66535095382,"One-way"
19457,9734,"Long Haul",2022-10-26,4,2022-08-25,62057.7543458722,"Round-Trip"
19458,9735,"Domestic",2022-10-17,1,2022-09-30,2574.46846884622,"One-way"
19459,9735,"Domestic",2022-05-28,1,2022-05-13,2936.92125170235,"Open Jaw"
19460,9736,"Domestic",2022-10-25,2,2022-10-13,4082.45760473098,"One-way"
19461,9736,"Domestic",2022-09-29,3,2022-09-15,16839.7317600837,"Round-Trip"
19462,9737,"Domestic",2022-12-03,1,2022-11-22,1051.65845103956,"One-way"
19463,9737,"Domestic",2022-12-01,1,2022-11-20,3132.91357498326,"One-way"
19464,9737,"Domestic",2022-11-19,1,2022-10-28,1000,"One-way"
19465,9738,"Short Haul",2022-11-15,1,2022-08-27,13291.0292536254,"Round-Trip"
19466,9739,"Short Haul",2022-12-01,3,2022-09-26,23381.9267337096,"Round-Trip"
19467,9740,"Domestic",2022-11-13,3,2022-10-31,9131.13544230251,"One-way"
19468,9740,"Domestic",2022-11-18,2,2022-11-04,6705.2040453804,"One-way"
19469,9740,"Domestic",2022-04-23,2,2022-04-04,1747.17126012002,"One-way"
19470,9741,"Domestic",2022-04-15,1,2022-03-28,2964.39307282047,"One-way"
19471,9742,"Domestic",2022-11-13,3,2022-11-05,10077.6695546193,"Round-Trip"
19472,9743,"Domestic",2022-11-27,3,2022-11-18,6277.02690488125,"One-way"
19473,9744,"Short Haul",2022-11-17,1,2022-09-23,8502.72341699367,"One-way"
19474,9744,"Long Haul",2022-11-19,2,2022-09-16,17776.9197374906,"One-way"
19475,9745,"Domestic",2022-04-28,2,2022-04-14,5453.67977175214,"One-way"
19476,9745,"Long Haul",2022-06-12,3,2022-04-12,20556.2495988913,"One-way"
19477,9746,"Domestic",2022-11-14,5,2022-10-31,15229.7580237146,"Open Jaw"
19478,9746,"Domestic",2022-10-23,2,2022-10-13,5307.01017541794,"Round-Trip"
19479,9746,"Domestic",2022-05-26,2,2022-05-16,6137.81545633408,"One-way"
19480,9747,"Domestic",2022-11-01,3,2022-10-22,9133.37511589662,"One-way"
19481,9748,"Domestic",2022-11-03,1,2022-10-16,4340.12913901912,"Round-Trip"
19482,9748,"Long Haul",2022-12-15,1,2022-10-27,23020.1831917009,"Round-Trip"
19483,9749,"Short Haul",2022-05-03,4,2022-02-20,26272.3959429398,"One-way"
19484,9749,"Domestic",2022-12-16,1,2022-11-29,2932.66513040281,"Round-Trip"
19485,9750,"Domestic",2022-10-27,1,2022-10-08,4538.93654092128,"One-way"
19486,9750,"Domestic",2022-11-20,1,2022-11-02,1000,"Round-Trip"
19487,9750,"Short Haul",2022-06-08,1,2022-04-04,6842.43687083412,"One-way"
19488,9750,"Short Haul",2022-11-12,1,2022-09-07,4682.23135301445,"One-way"
19489,9751,"Domestic",2022-12-02,1,2022-11-16,3619.27224174446,"Open Jaw"
19490,9752,"Short Haul",2022-05-29,1,2022-03-18,4222.85666606307,"One-way"
19491,9752,"Domestic",2022-11-22,1,2022-11-12,7675.96059308064,"Round-Trip"
19492,9753,"Short Haul",2022-06-19,1,2022-04-16,4424.54352353921,"One-way"
19493,9754,"Domestic",2022-12-03,1,2022-11-14,2026.37006788975,"One-way"
19494,9754,"Domestic",2022-11-09,1,2022-10-27,1730.54533070645,"Round-Trip"
19495,9755,"Domestic",2022-05-27,1,2022-05-14,3612.65162296088,"One-way"
19496,9755,"Domestic",2022-06-12,4,2022-05-28,10999.8423809008,"One-way"
19497,9756,"Long Haul",2022-12-05,4,2022-10-15,25317.0875797412,"One-way"
19498,9757,"Domestic",2022-11-15,1,2022-11-01,1000,"One-way"
19499,9758,"Domestic",2022-06-06,1,2022-05-25,2031.64652048017,"One-way"
19500,9758,"Long Haul",2022-11-15,1,2022-09-16,7757.20500773364,"One-way"
19501,9758,"Domestic",2022-11-14,1,2022-10-31,3165.03962633072,"One-way"
19502,9758,"Short Haul",2022-11-12,1,2022-09-21,8914.40237778389,"Round-Trip"
19503,9759,"Domestic",2022-11-18,1,2022-11-06,1201.68853621283,"One-way"
19504,9760,"Long Haul",2022-11-07,2,2022-09-13,23955.0518771441,"One-way"
19505,9760,"Long Haul",2022-11-19,4,2022-09-27,48636.7929907167,"One-way"
19506,9760,"Domestic",2022-05-27,5,2022-05-17,10384.9813687508,"Round-Trip"
19507,9761,"Domestic",2022-05-17,1,2022-05-02,3720.95944323138,"Round-Trip"
19508,9762,"Short Haul",2022-06-14,1,2022-04-14,6725.85758180724,"One-way"
19509,9762,"Short Haul",2022-05-13,1,2022-03-09,7097.32636342827,"Round-Trip"
19510,9762,"Domestic",2022-05-13,1,2022-04-26,1000,"One-way"
19511,9763,"Domestic",2022-05-12,1,2022-05-04,3370.26408480544,"One-way"
19512,9763,"Long Haul",2022-11-04,1,2022-09-04,20165.8144157374,"Round-Trip"
19513,9764,"Domestic",2022-06-25,3,2022-06-11,4136.06986935374,"Round-Trip"
19514,9764,"Domestic",2022-11-25,3,2022-11-15,10326.4746505201,"One-way"
19515,9764,"Domestic",2022-12-02,2,2022-11-13,9834.06324089703,"Round-Trip"
19516,9765,"Domestic",2022-11-25,5,2022-11-18,10544.6812101738,"One-way"
19517,9765,"Domestic",2022-12-09,1,2022-11-24,1098.75626767372,"Open Jaw"
19518,9766,"Domestic",2022-04-12,3,2022-03-28,6989.32565839349,"One-way"
19519,9766,"Short Haul",2022-10-20,1,2022-08-17,5202.14133316565,"One-way"
19520,9767,"Short Haul",2022-05-23,3,2022-03-17,41394.0383077594,"Open Jaw"
19521,9768,"Domestic",2022-04-13,3,2022-03-29,6814.03120348058,"One-way"
19522,9768,"Short Haul",2022-06-10,1,2022-03-31,5832.42310203802,"One-way"
19523,9769,"Long Haul",2022-04-01,1,2022-02-05,5398.53680452667,"One-way"
19524,9770,"Short Haul",2022-11-11,4,2022-09-13,33278.0573633458,"One-way"
19525,9770,"Short Haul",2022-10-24,2,2022-09-06,11987.5242626604,"One-way"
19526,9771,"Domestic",2022-06-11,4,2022-05-25,11376.111031122,"One-way"
19527,9772,"Long Haul",2022-05-19,3,2022-03-27,27468.0315983612,"One-way"
19528,9772,"Short Haul",2022-10-08,1,2022-08-15,6255.58923658272,"One-way"
19529,9772,"Domestic",2022-11-17,1,2022-10-30,1000,"One-way"
19530,9772,"Domestic",2022-05-14,1,2022-05-01,3182.09577642758,"One-way"
19531,9773,"Short Haul",2022-11-02,1,2022-08-30,16994.476866252,"Round-Trip"
19532,9773,"Domestic",2022-12-15,4,2022-12-01,7883.5202077154,"One-way"
19533,9774,"Domestic",2022-11-30,1,2022-11-09,1000,"Round-Trip"
19534,9775,"Domestic",2022-11-15,1,2022-11-04,5411.61489941168,"One-way"
19535,9775,"Domestic",2022-11-29,3,2022-11-13,13019.99972129,"Round-Trip"
19536,9775,"Long Haul",2022-12-15,1,2022-10-19,15508.5216917447,"One-way"
19537,9776,"Domestic",2022-05-24,3,2022-05-09,2857.65161226423,"One-way"
19538,9776,"Domestic",2022-10-24,2,2022-10-10,2151.64056568908,"One-way"
19539,9777,"Domestic",2022-10-29,2,2022-10-17,12888.5947890728,"Round-Trip"
