"customer_id","age","sex","region","major_region","married","no_of_children"
8138,38,"M","Region 4 - CALABARZON","Luzon",FALSE,0
8139,28,"F","Region 3 - Central Luzon","Luzon",TRUE,2
8140,21,"F","NCR","Luzon",FALSE,0
8141,25,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8142,40,"Other","Region 3 - Central Luzon","Luzon",FALSE,0
8143,27,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8144,15,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8145,36,"M","Region 7 - C. Visayas","Visayas",FALSE,0
8146,15,"Other","Region 11 - Davao","Mindanao",FALSE,0
8147,29,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8148,37,"M","CAR","Luzon",FALSE,0
8149,19,"M","NCR","Luzon",FALSE,0
8150,25,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8151,29,"M","BARMM","Mindanao",TRUE,0
8152,15,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8153,27,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8154,46,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8155,23,"M","MIMAROPA","Luzon",FALSE,0
8156,24,"F","Region 8 - E. Visayas","Visayas",FALSE,0
8157,47,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8158,24,"Other","Region 4 - CALABARZON","Luzon",FALSE,0
8159,38,"M","Region 4 - CALABARZON","Luzon",TRUE,1
8160,23,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8161,50,"M","NCR","Luzon",FALSE,0
8162,21,"M","Region 1 - Ilocos","Luzon",FALSE,0
8163,30,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8164,49,"F","NCR","Luzon",FALSE,0
8165,39,"F","Region 6 - W. Visayas","Visayas",FALSE,0
8166,26,"F","Region 4 - CALABARZON","Luzon",TRUE,0
8167,28,"M","NCR","Luzon",FALSE,0
8168,36,"F","Region 6 - W. Visayas","Visayas",TRUE,0
8169,35,"F","NCR","Luzon",TRUE,0
8170,25,"F","Region 4 - CALABARZON","Luzon",FALSE,1
8171,15,"M","Region 5 - Bicol","Luzon",TRUE,0
8172,18,"F","Region 2 - Cagayan","Luzon",FALSE,0
8173,34,"F","Region 11 - Davao","Mindanao",FALSE,0
8174,47,"M","Region 7 - C. Visayas","Visayas",FALSE,0
8175,15,"M","BARMM","Mindanao",TRUE,0
8176,27,"M","Region 4 - CALABARZON","Luzon",TRUE,3
8177,20,"M","Region 1 - Ilocos","Luzon",TRUE,0
8178,30,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
8179,57,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
8180,37,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8181,15,"F","Region 1 - Ilocos","Luzon",FALSE,0
8182,15,"F","Region 2 - Cagayan","Luzon",FALSE,0
8183,15,"M","Region 1 - Ilocos","Luzon",FALSE,0
8184,35,"M","Region 3 - Central Luzon","Luzon",TRUE,2
8185,30,"F","Region 13 - Caraga","Mindanao",TRUE,0
8186,41,"F","Region 1 - Ilocos","Luzon",TRUE,0
8187,32,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8188,34,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8189,15,"F","NCR","Luzon",TRUE,0
8190,18,"Other","Region 11 - Davao","Mindanao",TRUE,1
8191,46,"F","Region 6 - W. Visayas","Visayas",FALSE,0
8192,23,"F","Region 1 - Ilocos","Luzon",FALSE,0
8193,38,"M","Region 6 - W. Visayas","Visayas",TRUE,2
8194,31,"F","NCR","Luzon",FALSE,0
8195,23,"Other","MIMAROPA","Luzon",FALSE,0
8196,34,"M","Region 1 - Ilocos","Luzon",FALSE,0
8197,19,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8198,35,"F","BARMM","Mindanao",TRUE,0
8199,30,"M","Region 4 - CALABARZON","Luzon",FALSE,0
8200,25,"F","Region 4 - CALABARZON","Luzon",FALSE,1
8201,48,"F","NCR","Luzon",TRUE,0
8202,36,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8203,34,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8204,19,"M","NCR","Luzon",FALSE,0
8205,33,"Other","Region 3 - Central Luzon","Luzon",TRUE,0
8206,42,"M","Region 5 - Bicol","Luzon",FALSE,0
8207,41,"F","Region 4 - CALABARZON","Luzon",TRUE,0
8208,27,"F","Region 8 - E. Visayas","Visayas",TRUE,1
8209,35,"M","Region 1 - Ilocos","Luzon",FALSE,0
8210,26,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,1
8211,33,"M","Region 3 - Central Luzon","Luzon",TRUE,1
8212,22,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
8213,26,"M","Region 7 - C. Visayas","Visayas",FALSE,0
8214,15,"M","NCR","Luzon",TRUE,0
8215,21,"M","BARMM","Mindanao",FALSE,0
8216,43,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8217,26,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8218,36,"M","NCR","Luzon",FALSE,0
8219,15,"M","Region 7 - C. Visayas","Visayas",TRUE,0
8220,40,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8221,16,"F","Region 13 - Caraga","Mindanao",FALSE,0
8222,34,"F","MIMAROPA","Luzon",FALSE,0
8223,26,"F","Region 7 - C. Visayas","Visayas",TRUE,0
8224,48,"M","NCR","Luzon",TRUE,1
8225,40,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8226,30,"F","BARMM","Mindanao",TRUE,0
8227,18,"F","NCR","Luzon",FALSE,0
8228,36,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8229,51,"M","Region 11 - Davao","Mindanao",FALSE,0
8230,27,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8231,34,"Other","Region 7 - C. Visayas","Visayas",TRUE,0
8232,29,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
8233,34,"M","Region 11 - Davao","Mindanao",FALSE,0
8234,32,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8235,31,"F","Region 5 - Bicol","Luzon",TRUE,2
8236,21,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8237,16,"F","Region 1 - Ilocos","Luzon",FALSE,0
8238,16,"M","BARMM","Mindanao",TRUE,1
8239,54,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8240,40,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8241,26,"F","BARMM","Mindanao",TRUE,0
8242,17,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8243,31,"M","NCR","Luzon",FALSE,1
8244,28,"M","Region 6 - W. Visayas","Visayas",TRUE,0
8245,30,"F","NCR","Luzon",FALSE,0
8246,15,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
8247,15,"F","Region 1 - Ilocos","Luzon",TRUE,0
8248,31,"F","Region 5 - Bicol","Luzon",TRUE,0
8249,32,"M","Region 6 - W. Visayas","Visayas",TRUE,0
8250,22,"Other","Region 9 - Zamboanga","Mindanao",FALSE,0
8251,16,"Other","Region 3 - Central Luzon","Luzon",TRUE,0
8252,36,"F","Region 5 - Bicol","Luzon",FALSE,0
8253,45,"M","Region 5 - Bicol","Luzon",FALSE,0
8254,27,"Other","Region 8 - E. Visayas","Visayas",FALSE,0
8255,34,"M","Region 5 - Bicol","Luzon",FALSE,0
8256,40,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,3
8257,45,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,2
8258,24,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8259,52,"M","NCR","Luzon",TRUE,2
8260,26,"F","NCR","Luzon",FALSE,0
8261,29,"F","Region 3 - Central Luzon","Luzon",TRUE,1
8262,15,"F","Region 9 - Zamboanga","Mindanao",TRUE,1
8263,25,"F","Region 4 - CALABARZON","Luzon",TRUE,1
8264,39,"M","NCR","Luzon",FALSE,0
8265,21,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8266,30,"F","Region 1 - Ilocos","Luzon",FALSE,0
8267,40,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8268,27,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
8269,26,"F","Region 8 - E. Visayas","Visayas",FALSE,0
8270,23,"F","Region 6 - W. Visayas","Visayas",FALSE,0
8271,44,"F","NCR","Luzon",FALSE,0
8272,28,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
8273,18,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8274,25,"F","Region 7 - C. Visayas","Visayas",TRUE,1
8275,40,"F","Region 13 - Caraga","Mindanao",TRUE,0
8276,33,"M","Region 13 - Caraga","Mindanao",FALSE,0
8277,38,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8278,24,"F","NCR","Luzon",FALSE,0
8279,28,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
8280,30,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8281,48,"F","NCR","Luzon",TRUE,0
8282,20,"F","NCR","Luzon",FALSE,0
8283,19,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
8284,15,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8285,46,"F","Region 8 - E. Visayas","Visayas",TRUE,0
8286,51,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8287,35,"M","Region 10 - N. Mindanao","Mindanao",TRUE,0
8288,32,"M","Region 4 - CALABARZON","Luzon",TRUE,1
8289,23,"F","Region 11 - Davao","Mindanao",TRUE,0
8290,24,"F","BARMM","Mindanao",FALSE,0
8291,31,"M","Region 11 - Davao","Mindanao",TRUE,1
8292,33,"F","Region 4 - CALABARZON","Luzon",TRUE,0
8293,32,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8294,34,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8295,15,"F","Region 4 - CALABARZON","Luzon",TRUE,0
8296,40,"M","Region 2 - Cagayan","Luzon",TRUE,0
8297,15,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8298,25,"M","Region 1 - Ilocos","Luzon",TRUE,1
8299,35,"F","Region 5 - Bicol","Luzon",TRUE,0
8300,42,"Other","Region 7 - C. Visayas","Visayas",TRUE,1
8301,25,"F","BARMM","Mindanao",FALSE,0
8302,45,"F","Region 9 - Zamboanga","Mindanao",TRUE,1
8303,33,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8304,25,"F","Region 5 - Bicol","Luzon",FALSE,0
8305,32,"F","Region 11 - Davao","Mindanao",FALSE,0
8306,38,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8307,34,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8308,43,"M","Region 3 - Central Luzon","Luzon",TRUE,0
8309,18,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
8310,30,"F","Region 2 - Cagayan","Luzon",FALSE,0
8311,40,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8312,28,"F","Region 9 - Zamboanga","Mindanao",TRUE,2
8313,43,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8314,41,"F","Region 1 - Ilocos","Luzon",FALSE,0
8315,38,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8316,26,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8317,30,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
8318,22,"M","NCR","Luzon",TRUE,1
8319,26,"M","BARMM","Mindanao",TRUE,1
8320,37,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,3
8321,27,"Other","Region 4 - CALABARZON","Luzon",TRUE,2
8322,35,"M","Region 10 - N. Mindanao","Mindanao",TRUE,0
8323,25,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8324,35,"F","Region 5 - Bicol","Luzon",FALSE,0
8325,29,"F","Region 7 - C. Visayas","Visayas",TRUE,0
8326,37,"F","NCR","Luzon",TRUE,0
8327,32,"F","Region 11 - Davao","Mindanao",FALSE,0
8328,33,"M","Region 1 - Ilocos","Luzon",TRUE,1
8329,24,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8330,35,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
8331,20,"M","Region 8 - E. Visayas","Visayas",TRUE,0
8332,22,"F","Region 8 - E. Visayas","Visayas",TRUE,1
8333,41,"F","Region 6 - W. Visayas","Visayas",FALSE,0
8334,33,"M","MIMAROPA","Luzon",FALSE,1
8335,25,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8336,19,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8337,23,"M","Region 1 - Ilocos","Luzon",FALSE,0
8338,31,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8339,41,"M","NCR","Luzon",TRUE,1
8340,26,"M","Region 11 - Davao","Mindanao",FALSE,0
8341,24,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8342,26,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
8343,33,"F","Region 1 - Ilocos","Luzon",FALSE,0
8344,45,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
8345,26,"F","Region 7 - C. Visayas","Visayas",TRUE,0
8346,32,"F","Region 13 - Caraga","Mindanao",FALSE,0
8347,28,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8348,38,"F","Region 6 - W. Visayas","Visayas",FALSE,0
8349,37,"F","BARMM","Mindanao",TRUE,0
8350,22,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8351,25,"M","BARMM","Mindanao",FALSE,0
8352,48,"M","Region 7 - C. Visayas","Visayas",FALSE,0
8353,40,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8354,28,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
8355,26,"M","Region 4 - CALABARZON","Luzon",TRUE,1
8356,15,"F","Region 4 - CALABARZON","Luzon",TRUE,2
8357,26,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8358,26,"F","Region 7 - C. Visayas","Visayas",TRUE,0
8359,33,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
8360,45,"M","Region 4 - CALABARZON","Luzon",FALSE,0
8361,34,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,2
8362,35,"Other","Region 4 - CALABARZON","Luzon",FALSE,1
8363,31,"M","Region 3 - Central Luzon","Luzon",TRUE,0
8364,36,"F","NCR","Luzon",FALSE,0
8365,39,"Other","Region 3 - Central Luzon","Luzon",FALSE,0
8366,19,"F","Region 13 - Caraga","Mindanao",FALSE,0
8367,38,"M","MIMAROPA","Luzon",TRUE,0
8368,24,"F","Region 1 - Ilocos","Luzon",FALSE,0
8369,19,"F","Region 7 - C. Visayas","Visayas",TRUE,0
8370,23,"Other","Region 9 - Zamboanga","Mindanao",FALSE,1
8371,31,"F","Region 4 - CALABARZON","Luzon",TRUE,2
8372,46,"F","Region 2 - Cagayan","Luzon",TRUE,4
8373,15,"F","Region 1 - Ilocos","Luzon",TRUE,1
8374,34,"F","NCR","Luzon",FALSE,0
8375,31,"F","NCR","Luzon",TRUE,0
8376,33,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8377,19,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
8378,32,"F","Region 2 - Cagayan","Luzon",FALSE,0
8379,21,"F","NCR","Luzon",FALSE,0
8380,43,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8381,33,"F","Region 7 - C. Visayas","Visayas",TRUE,3
8382,21,"M","Region 7 - C. Visayas","Visayas",TRUE,0
8383,31,"M","Region 7 - C. Visayas","Visayas",TRUE,2
8384,51,"F","Region 13 - Caraga","Mindanao",TRUE,2
8385,54,"F","Region 5 - Bicol","Luzon",TRUE,0
8386,33,"F","Region 1 - Ilocos","Luzon",FALSE,0
8387,37,"F","NCR","Luzon",TRUE,0
8388,25,"M","Region 10 - N. Mindanao","Mindanao",TRUE,0
8389,26,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
8390,30,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8391,15,"F","Region 1 - Ilocos","Luzon",FALSE,0
8392,33,"M","Region 3 - Central Luzon","Luzon",FALSE,1
8393,26,"M","Region 13 - Caraga","Mindanao",FALSE,0
8394,21,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8395,42,"M","Region 2 - Cagayan","Luzon",TRUE,0
8396,19,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8397,37,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8398,36,"M","Region 1 - Ilocos","Luzon",FALSE,0
8399,19,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8400,42,"M","Region 5 - Bicol","Luzon",TRUE,3
8401,20,"M","Region 5 - Bicol","Luzon",FALSE,0
8402,39,"F","Region 11 - Davao","Mindanao",FALSE,0
8403,34,"Other","MIMAROPA","Luzon",TRUE,0
8404,41,"F","NCR","Luzon",FALSE,0
8405,37,"M","BARMM","Mindanao",TRUE,2
8406,36,"Other","Region 2 - Cagayan","Luzon",FALSE,0
8407,25,"F","Region 3 - Central Luzon","Luzon",TRUE,2
8408,34,"M","Region 4 - CALABARZON","Luzon",FALSE,0
8409,33,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8410,30,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8411,18,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8412,52,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8413,31,"M","Region 4 - CALABARZON","Luzon",FALSE,0
8414,34,"M","Region 5 - Bicol","Luzon",FALSE,0
8415,36,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8416,23,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8417,32,"F","Region 13 - Caraga","Mindanao",FALSE,0
8418,30,"M","Region 10 - N. Mindanao","Mindanao",TRUE,1
8419,32,"F","Region 3 - Central Luzon","Luzon",TRUE,1
8420,36,"F","Region 6 - W. Visayas","Visayas",FALSE,0
8421,28,"M","Region 4 - CALABARZON","Luzon",FALSE,0
8422,55,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8423,32,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8424,15,"M","Region 3 - Central Luzon","Luzon",TRUE,0
8425,44,"F","Region 3 - Central Luzon","Luzon",TRUE,1
8426,20,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
8427,15,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8428,32,"F","Region 4 - CALABARZON","Luzon",TRUE,1
8429,15,"M","Region 5 - Bicol","Luzon",FALSE,0
8430,15,"F","MIMAROPA","Luzon",FALSE,0
8431,31,"F","Region 6 - W. Visayas","Visayas",TRUE,3
8432,36,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8433,21,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8434,35,"F","Region 4 - CALABARZON","Luzon",TRUE,0
8435,50,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8436,23,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,2
8437,37,"M","BARMM","Mindanao",TRUE,0
8438,30,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8439,28,"M","Region 9 - Zamboanga","Mindanao",TRUE,1
8440,39,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8441,34,"M","Region 8 - E. Visayas","Visayas",FALSE,3
8442,15,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8443,47,"M","Region 5 - Bicol","Luzon",FALSE,0
8444,26,"F","Region 5 - Bicol","Luzon",FALSE,0
8445,37,"F","MIMAROPA","Luzon",FALSE,0
8446,30,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8447,17,"F","Region 5 - Bicol","Luzon",FALSE,0
8448,22,"F","Region 1 - Ilocos","Luzon",FALSE,0
8449,15,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8450,21,"M","Region 11 - Davao","Mindanao",TRUE,0
8451,28,"F","MIMAROPA","Luzon",TRUE,1
8452,15,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8453,15,"F","Region 6 - W. Visayas","Visayas",TRUE,0
8454,52,"M","Region 5 - Bicol","Luzon",FALSE,1
8455,22,"F","Region 7 - C. Visayas","Visayas",TRUE,1
8456,15,"M","Region 4 - CALABARZON","Luzon",TRUE,1
8457,29,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8458,25,"Other","Region 6 - W. Visayas","Visayas",FALSE,0
8459,38,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8460,30,"M","CAR","Luzon",FALSE,0
8461,31,"F","Region 2 - Cagayan","Luzon",FALSE,0
8462,17,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8463,47,"M","NCR","Luzon",FALSE,0
8464,33,"M","NCR","Luzon",TRUE,0
8465,37,"F","NCR","Luzon",TRUE,0
8466,28,"F","Region 6 - W. Visayas","Visayas",FALSE,4
8467,41,"F","NCR","Luzon",FALSE,0
8468,36,"F","Region 3 - Central Luzon","Luzon",FALSE,1
8469,36,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8470,24,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8471,32,"F","MIMAROPA","Luzon",FALSE,0
8472,35,"M","Region 7 - C. Visayas","Visayas",FALSE,0
8473,28,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8474,33,"F","Region 6 - W. Visayas","Visayas",FALSE,0
8475,37,"F","NCR","Luzon",TRUE,1
8476,41,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
8477,47,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
8478,15,"M","Region 3 - Central Luzon","Luzon",TRUE,0
8479,44,"F","BARMM","Mindanao",TRUE,2
8480,34,"F","NCR","Luzon",FALSE,0
8481,44,"M","Region 1 - Ilocos","Luzon",TRUE,0
8482,25,"F","Region 8 - E. Visayas","Visayas",TRUE,0
8483,25,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8484,25,"M","NCR","Luzon",FALSE,0
8485,15,"M","Region 5 - Bicol","Luzon",FALSE,0
8486,35,"F","Region 3 - Central Luzon","Luzon",TRUE,4
8487,32,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8488,23,"M","NCR","Luzon",TRUE,0
8489,35,"F","NCR","Luzon",FALSE,0
8490,56,"F","Region 4 - CALABARZON","Luzon",TRUE,0
8491,30,"F","NCR","Luzon",TRUE,0
8492,28,"M","Region 8 - E. Visayas","Visayas",TRUE,0
8493,28,"F","NCR","Luzon",FALSE,0
8494,42,"M","NCR","Luzon",TRUE,0
8495,27,"M","Region 3 - Central Luzon","Luzon",TRUE,0
8496,29,"M","NCR","Luzon",TRUE,3
8497,30,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8498,20,"F","NCR","Luzon",FALSE,0
8499,35,"M","Region 2 - Cagayan","Luzon",FALSE,0
8500,45,"M","Region 11 - Davao","Mindanao",TRUE,0
8501,48,"M","Region 3 - Central Luzon","Luzon",TRUE,1
8502,57,"M","Region 2 - Cagayan","Luzon",FALSE,0
8503,30,"M","Region 13 - Caraga","Mindanao",TRUE,0
8504,35,"M","Region 11 - Davao","Mindanao",FALSE,0
8505,38,"M","Region 11 - Davao","Mindanao",FALSE,0
8506,43,"M","Region 1 - Ilocos","Luzon",TRUE,1
8507,32,"F","Region 7 - C. Visayas","Visayas",FALSE,0
8508,26,"M","MIMAROPA","Luzon",FALSE,0
8509,24,"M","Region 7 - C. Visayas","Visayas",FALSE,0
8510,15,"F","NCR","Luzon",TRUE,3
8511,47,"F","Region 3 - Central Luzon","Luzon",TRUE,0
8512,37,"F","Region 7 - C. Visayas","Visayas",TRUE,2
8513,31,"F","Region 13 - Caraga","Mindanao",TRUE,0
8514,16,"F","Region 8 - E. Visayas","Visayas",FALSE,0
8515,32,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8516,28,"M","NCR","Luzon",FALSE,0
8517,29,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8518,24,"M","NCR","Luzon",FALSE,1
8519,23,"M","Region 1 - Ilocos","Luzon",TRUE,0
8520,35,"M","Region 8 - E. Visayas","Visayas",TRUE,0
8521,29,"F","NCR","Luzon",TRUE,1
8522,15,"F","Region 3 - Central Luzon","Luzon",TRUE,2
8523,30,"F","Region 3 - Central Luzon","Luzon",TRUE,3
8524,41,"F","Region 3 - Central Luzon","Luzon",TRUE,1
8525,38,"M","NCR","Luzon",TRUE,0
8526,37,"F","Region 5 - Bicol","Luzon",FALSE,0
8527,33,"Other","BARMM","Mindanao",FALSE,0
8528,49,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
8529,37,"F","BARMM","Mindanao",TRUE,0
8530,36,"M","Region 1 - Ilocos","Luzon",TRUE,0
8531,37,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
8532,21,"F","Region 11 - Davao","Mindanao",FALSE,0
8533,35,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
8534,17,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
8535,26,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8536,38,"M","Region 4 - CALABARZON","Luzon",FALSE,0
8537,15,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
8538,39,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8539,21,"F","Region 13 - Caraga","Mindanao",TRUE,1
8540,28,"F","CAR","Luzon",TRUE,2
8541,16,"M","Region 6 - W. Visayas","Visayas",FALSE,0
8542,32,"M","CAR","Luzon",FALSE,0
8543,34,"F","Region 1 - Ilocos","Luzon",FALSE,0
8544,46,"Other","Region 10 - N. Mindanao","Mindanao",TRUE,2
8545,34,"M","Region 2 - Cagayan","Luzon",FALSE,0
8546,34,"M","Region 4 - CALABARZON","Luzon",TRUE,0
8547,33,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8548,25,"F","Region 2 - Cagayan","Luzon",TRUE,0
8549,15,"F","Region 11 - Davao","Mindanao",FALSE,0
8550,32,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8551,44,"M","Region 4 - CALABARZON","Luzon",FALSE,0
8552,15,"M","Region 3 - Central Luzon","Luzon",FALSE,0
8553,19,"F","NCR","Luzon",TRUE,1
8554,37,"F","Region 4 - CALABARZON","Luzon",TRUE,1
8555,29,"M","BARMM","Mindanao",TRUE,0
8556,21,"M","Region 11 - Davao","Mindanao",FALSE,0
8557,24,"M","MIMAROPA","Luzon",TRUE,0
8558,34,"F","Region 11 - Davao","Mindanao",TRUE,0
8559,25,"M","Region 7 - C. Visayas","Visayas",FALSE,0
8560,24,"F","NCR","Luzon",TRUE,1
8561,15,"M","NCR","Luzon",TRUE,1
8562,28,"M","Region 2 - Cagayan","Luzon",FALSE,0
8563,22,"F","Region 1 - Ilocos","Luzon",TRUE,1
8564,25,"F","BARMM","Mindanao",TRUE,0
8565,32,"M","Region 1 - Ilocos","Luzon",FALSE,0
8566,28,"M","Region 4 - CALABARZON","Luzon",TRUE,4
8567,51,"F","MIMAROPA","Luzon",FALSE,2
8568,38,"F","Region 4 - CALABARZON","Luzon",TRUE,1
8569,36,"F","Region 7 - C. Visayas","Visayas",FALSE,1
8570,42,"F","MIMAROPA","Luzon",FALSE,0
8571,36,"Other","Region 7 - C. Visayas","Visayas",TRUE,0
8572,15,"M","Region 9 - Zamboanga","Mindanao",TRUE,0
8573,40,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8574,49,"F","Region 4 - CALABARZON","Luzon",TRUE,2
8575,29,"M","Region 1 - Ilocos","Luzon",TRUE,0
8576,39,"F","Region 3 - Central Luzon","Luzon",FALSE,0
8577,26,"F","Region 10 - N. Mindanao","Mindanao",FALSE,2
8578,15,"F","Region 5 - Bicol","Luzon",FALSE,0
8579,21,"F","Region 4 - CALABARZON","Luzon",TRUE,0
8580,17,"F","Region 4 - CALABARZON","Luzon",FALSE,0
8581,41,"M","NCR","Luzon",TRUE,2
